pair_id,source_id,tier,source_repo,repo_commit,redirect_file,old_url_path,new_url_path,status_code,rule_type,included_in_core_eval,raw_rule,raw_source,raw_target,conditions
001cb53b16c607df87b6,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/lib/logging/flush-logs/q/platform/android,/android/build-a-backend/more-features/logging/flush-logs,301,literal,true,"{""source"": ""/lib/logging/flush-logs/q/platform/android/"", ""status"": ""301"", ""target"": ""/android/build-a-backend/more-features/logging/flush-logs/""}",/lib/logging/flush-logs/q/platform/android/,/android/build-a-backend/more-features/logging/flush-logs/,
004d614e717e6cf84e19,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/cli-legacy/graphql-transformer/storage,/javascript/tools/cli-legacy/storage,301,literal,true,"{""source"": ""/cli-legacy/graphql-transformer/storage/"", ""status"": ""301"", ""target"": ""/javascript/tools/cli-legacy/storage/""}",/cli-legacy/graphql-transformer/storage/,/javascript/tools/cli-legacy/storage/,
00853681aa1108183968,deno_docs,tier1,denoland/docs,3bc9f662c58db48d2b07ceaf5da2fa5587cfbf5f,oldurls.json,/examples/tutorials/module_metadata,/examples/module_metadata_tutorial,301,literal,true,/examples/tutorials/module_metadata -> /examples/module_metadata_tutorial,/examples/tutorials/module_metadata,/examples/module_metadata_tutorial,
00d64736ed148f216535,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/gen2/how-amplify-works,/react/how-amplify-works,301,literal,true,"{""source"": ""/gen2/how-amplify-works/"", ""status"": ""301"", ""target"": ""/react/how-amplify-works/""}",/gen2/how-amplify-works/,/react/how-amplify-works/,
00f03d49daca0d2692d4,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/lib-v1/analytics/record/q/platform/ios,/gen1/swift/prev/build-a-backend/more-features/analytics/record-events,301,literal,true,"{""source"": ""/lib-v1/analytics/record/q/platform/ios/"", ""status"": ""301"", ""target"": ""/gen1/swift/prev/build-a-backend/more-features/analytics/record-events/""}",/lib-v1/analytics/record/q/platform/ios/,/gen1/swift/prev/build-a-backend/more-features/analytics/record-events/,
010e6c850d34c5eb762f,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/console/uibuilder/collections,/javascript/build-ui/uibuilder/collections,301,literal,true,"{""source"": ""/console/uibuilder/collections/"", ""status"": ""301"", ""target"": ""/javascript/build-ui/uibuilder/collections/""}",/console/uibuilder/collections/,/javascript/build-ui/uibuilder/collections/,
0197e48921d188ed9419,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/lib/restapi/cancel/q/platform/react-native,/gen1/react-native/prev/build-a-backend/restapi/cancel-api-requests,301,literal,true,"{""source"": ""/lib/restapi/cancel/q/platform/react-native/"", ""status"": ""301"", ""target"": ""/gen1/react-native/prev/build-a-backend/restapi/cancel-api-requests/""}",/lib/restapi/cancel/q/platform/react-native/,/gen1/react-native/prev/build-a-backend/restapi/cancel-api-requests/,
01bae2941f127beacb85,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/lib-v1/predictions/label-image/q/platform/js,/gen1/javascript/prev/build-a-backend/more-features/predictions/label-image,301,literal,true,"{""source"": ""/lib-v1/predictions/label-image/q/platform/js/"", ""status"": ""301"", ""target"": ""/gen1/javascript/prev/build-a-backend/more-features/predictions/label-image/""}",/lib-v1/predictions/label-image/q/platform/js/,/gen1/javascript/prev/build-a-backend/more-features/predictions/label-image/,
01e28b9ddf46396f5e2a,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/gen1/react/build-a-backend/auth/connect-your-frontend/sign-up,/gen1/react/build-a-backend/auth/enable-sign-up,301,literal,true,"{""source"": ""/gen1/react/build-a-backend/auth/connect-your-frontend/sign-up/"", ""status"": ""301"", ""target"": ""/gen1/react/build-a-backend/auth/enable-sign-up/""}",/gen1/react/build-a-backend/auth/connect-your-frontend/sign-up/,/gen1/react/build-a-backend/auth/enable-sign-up/,
02889599579c92896fa8,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/lib-v1/restapi/delete/q/platform/android,/gen1/android/prev/build-a-backend/restapi/delete-data,301,literal,true,"{""source"": ""/lib-v1/restapi/delete/q/platform/android/"", ""status"": ""301"", ""target"": ""/gen1/android/prev/build-a-backend/restapi/delete-data/""}",/lib-v1/restapi/delete/q/platform/android/,/gen1/android/prev/build-a-backend/restapi/delete-data/,
